Age,Marital,Default,Balance,Housing Loan,Personal Loan,Current Campaign,Churn
32,Single,1,4611,0,1,1,0
46,Divorced,1,86242,1,1,0,1
25,Married,1,82612,0,0,1,0
22,Single,0,44902,0,1,1,0
46,Divorced,0,31043,0,0,1,0
64,Married,1,3271,0,0,0,1
21,Divorced,1,70867,1,1,0,1
29,Divorced,1,75089,1,0,0,1
62,Married,0,56745,1,1,1,0
19,Single,0,94876,0,1,1,0
44,Divorced,0,60077,1,1,1,0
48,Divorced,0,57119,0,0,0,1
68,Single,0,9573,0,1,1,0
68,Single,0,19409,0,0,1,0
53,Married,0,83970,1,1,0,1
53,Married,0,22464,0,1,1,0
43,Married,1,40840,1,1,1,1
60,Single,0,46785,1,1,0,0
44,Divorced,0,18662,1,1,0,0
22,Divorced,0,16228,0,0,0,0
37,Married,0,58721,1,1,0,1
28,Single,1,47223,0,1,0,1
79,Divorced,0,5386,0,1,1,0
27,Married,1,4862,0,0,0,1
57,Divorced,1,38108,0,1,1,1
55,Divorced,1,89788,1,1,1,0
23,Single,0,73023,1,1,0,0
25,Single,0,78140,1,1,0,1
40,Divorced,0,80963,1,0,1,0
64,Married,1,25201,0,1,1,0
43,Single,1,66578,0,0,1,0
63,Divorced,1,47966,0,0,0,1
60,Single,1,52774,0,0,1,0
29,Single,0,8386,1,0,0,0
43,Single,0,75228,1,1,1,0
30,Divorced,0,13225,0,1,1,0
57,Married,1,14693,0,0,1,0
79,Married,1,70197,0,0,0,1
35,Married,0,41021,0,0,0,1
42,Single,0,16261,1,1,1,0
50,Divorced,1,25378,0,0,1,0
64,Single,0,84755,1,0,1,0
57,Married,0,9937,1,0,0,0
77,Married,1,64330,0,0,0,1
60,Divorced,1,45366,0,0,0,1
29,Single,1,70322,1,1,0,1
61,Married,0,38160,1,0,0,1
53,Divorced,1,43313,0,1,1,0
65,Single,0,99711,1,1,1,0
21,Single,0,25032,0,1,1,0
22,Married,1,89963,0,1,0,1
73,Married,0,15358,1,1,1,0
54,Single,1,59710,1,0,0,1
25,Single,1,93326,0,1,0,1
59,Married,0,84157,0,1,1,0
66,Single,0,46821,1,0,1,0
45,Married,1,26365,1,1,0,1
48,Single,1,11189,1,0,0,0
75,Married,1,74749,1,0,1,0
26,Divorced,1,5248,0,0,0,1
71,Married,1,2369,0,0,0,1
68,Married,1,61763,0,0,0,0
46,Divorced,0,6050,1,1,1,0
31,Single,0,26605,1,0,0,0
57,Divorced,0,47616,0,0,0,1
58,Married,0,52479,1,1,0,0
39,Single,1,78934,1,1,0,1
28,Divorced,0,38883,1,1,0,0
40,Single,0,31055,1,1,0,0
18,Single,1,66731,1,0,0,0
63,Divorced,0,88987,1,1,1,1
54,Single,1,5450,0,0,1,0
38,Divorced,1,925,0,1,1,0
43,Married,1,78051,0,1,0,1
63,Single,1,48272,0,1,1,0
53,Married,1,3310,1,1,1,0
71,Married,0,29817,0,1,0,1
40,Single,0,90944,0,0,1,0
74,Divorced,0,42528,0,0,0,1
18,Single,1,53779,0,0,0,0
71,Married,0,82816,1,1,0,0
72,Married,0,80641,1,0,1,0
68,Divorced,0,82083,0,1,0,1
57,Single,0,74310,0,1,1,0
32,Married,1,13457,1,0,0,1
38,Married,0,40311,1,0,0,0
64,Married,1,1980,0,1,1,0
26,Divorced,1,18886,1,1,0,0
70,Married,0,75112,1,0,1,0
26,Married,1,48877,0,1,0,1
27,Single,1,95427,1,0,0,1
69,Single,1,34181,0,0,0,1
74,Married,1,31262,0,1,0,0
70,Married,1,-1053,1,1,0,0
43,Single,1,-1978,1,1,0,1
58,Divorced,1,-872,1,1,0,1
52,Divorced,0,77522,1,0,0,0
69,Divorced,0,30322,1,1,1,0
42,Divorced,1,46929,1,0,1,0
43,Divorced,1,79696,0,0,1,0
28,Divorced,0,7808,1,1,0,0
55,Divorced,0,93148,0,0,1,1
19,Divorced,0,50882,1,1,1,0
24,Single,0,19725,1,1,0,0
35,Divorced,1,70534,1,0,1,0
44,Divorced,1,37950,1,0,0,1
51,Divorced,0,86954,1,0,1,0
44,Married,0,81576,0,1,1,0
34,Single,0,18557,0,1,1,0
60,Single,0,19825,0,0,1,0
76,Single,1,6998,1,1,1,0
61,Divorced,0,34080,1,1,0,0
76,Divorced,0,55797,1,0,1,0
68,Married,0,13802,0,1,0,0
71,Single,1,9167,0,0,1,0
41,Divorced,1,98628,1,0,0,1
42,Single,1,40407,0,0,1,0
24,Married,0,11338,1,1,1,0
69,Married,0,74289,1,0,1,0
23,Married,0,69520,0,0,1,0
70,Single,1,16895,0,0,1,0
41,Divorced,1,45910,0,0,0,0
50,Divorced,0,63898,0,1,1,0
66,Married,0,1454,1,0,1,0
46,Divorced,1,84540,1,1,0,1
60,Married,0,58797,0,0,1,0
39,Single,0,99559,0,1,1,0
43,Married,0,81137,0,1,1,0
45,Single,1,48637,0,1,1,0
67,Married,0,3349,1,1,1,0
38,Divorced,0,37963,1,0,0,0
66,Divorced,0,73583,1,0,1,0
24,Married,0,5750,1,1,0,0
34,Divorced,1,92929,1,1,1,0
37,Divorced,1,20463,1,1,1,0
58,Divorced,1,72935,1,0,0,1
66,Single,0,56792,0,1,1,0
37,Divorced,1,11686,1,1,1,0
71,Single,0,61528,0,0,0,0
39,Married,1,97811,0,0,1,1
45,Divorced,0,20787,0,0,1,0
78,Divorced,1,12776,1,0,0,0
57,Divorced,1,93063,1,0,0,1
66,Married,1,55427,1,0,1,0
24,Single,0,59086,1,1,1,0
18,Single,0,61308,0,1,1,0
49,Divorced,0,13797,1,0,0,0
30,Married,1,3302,0,1,0,1
47,Married,0,61172,1,0,1,0
40,Married,0,36059,1,1,1,0
68,Married,0,-1092,0,0,1,0
76,Married,0,58252,0,0,0,1
73,Single,0,78659,0,1,0,0
36,Single,0,10877,1,1,0,0
79,Single,1,12239,1,0,1,0
49,Divorced,1,84971,0,0,1,0
47,Married,0,25313,1,0,1,0
46,Divorced,1,98890,0,0,0,1
66,Married,1,40103,1,0,1,0
62,Single,0,46408,0,0,0,1
46,Divorced,0,81251,0,1,1,0
47,Single,1,86771,1,1,0,0
33,Married,0,89665,0,1,1,0
57,Married,1,8534,1,1,1,0
36,Married,1,98110,1,1,0,1
35,Single,1,41060,0,0,1,0
18,Married,0,15189,0,0,0,0
31,Single,1,84067,1,1,1,0
68,Divorced,0,8967,1,0,1,0
64,Married,0,79991,0,1,1,0
67,Married,0,63563,0,1,0,0
19,Married,0,6660,0,0,1,0
71,Divorced,0,88875,1,0,0,1
45,Married,1,37823,1,1,1,0
66,Single,0,53842,1,1,1,0
67,Single,0,7616,0,1,0,0
47,Married,0,73976,0,1,1,0
55,Married,0,46738,1,0,1,0
68,Divorced,0,11107,1,1,0,1
21,Divorced,1,59404,0,0,0,1
18,Divorced,0,92182,1,1,1,0
25,Married,0,89787,0,1,0,1
46,Divorced,1,13954,0,0,0,1
72,Divorced,0,14943,0,0,1,0
56,Single,1,38725,1,0,0,1
20,Divorced,1,43434,1,0,0,1
49,Single,1,83751,0,0,1,1
27,Single,1,8110,0,1,0,0
27,Divorced,0,85091,1,1,0,1
36,Single,0,14462,0,1,1,0
63,Married,1,77232,1,0,1,0
51,Married,1,52081,1,0,0,0
77,Divorced,0,50799,1,0,1,0
50,Married,1,64567,0,1,0,1
40,Single,1,87301,0,0,0,1
72,Married,1,49224,0,1,0,1
45,Divorced,0,54063,0,1,0,0
49,Divorced,1,53240,1,1,1,0
67,Single,0,79352,0,0,1,0
24,Divorced,0,15868,1,1,0,0
46,Married,0,73973,0,1,1,0
25,Divorced,1,78989,0,1,0,1
18,Single,1,20222,0,0,0,0
74,Divorced,0,77794,0,1,1,0
72,Married,0,61924,0,0,1,0
20,Single,0,97854,1,0,0,1
41,Married,1,76513,0,1,1,0
40,Single,1,52649,0,1,0,1
76,Divorced,0,81749,0,0,1,0
78,Single,0,8223,0,1,1,0
25,Single,1,46166,0,0,0,1
71,Divorced,0,37369,1,0,1,0
74,Married,1,84379,0,0,1,1
64,Divorced,1,67392,1,1,0,1
54,Single,0,57526,0,0,0,0
20,Divorced,0,10661,1,0,0,0
68,Single,1,13591,0,1,0,0
50,Divorced,1,69718,0,1,0,0
45,Divorced,1,53235,1,0,0,1
64,Married,1,5970,0,0,1,0
25,Single,1,45922,1,0,0,1
51,Married,0,98398,0,1,0,0
52,Single,1,28755,1,0,0,1
49,Divorced,1,17416,1,0,1,0
41,Single,1,11672,1,1,0,1
31,Married,0,81468,0,1,0,0
49,Married,0,44996,1,0,1,0
73,Married,1,72095,0,1,1,0
63,Single,1,-1936,1,0,0,0
60,Married,0,66835,1,0,1,0
33,Married,0,68385,1,1,1,0
21,Married,0,3639,0,0,0,1
69,Divorced,0,9055,0,0,0,0
54,Divorced,1,57220,0,1,0,1
71,Single,0,85594,1,0,1,0
38,Single,1,27427,0,1,0,0
31,Married,1,80516,0,0,1,1
48,Divorced,0,62666,1,1,0,1
72,Married,0,62274,1,1,1,0
65,Married,0,8866,0,1,0,0
35,Divorced,0,1889,0,1,1,0
24,Divorced,1,46226,0,1,0,1
27,Divorced,1,29335,1,1,0,1
24,Single,1,48547,1,0,0,1
50,Single,0,24162,1,0,1,0
40,Married,1,87449,1,1,1,0
38,Single,0,22687,1,0,0,1
36,Divorced,1,96756,0,1,1,0
65,Divorced,0,8995,0,1,0,0
78,Single,1,54488,0,0,1,0
36,Married,1,631,1,1,0,0
53,Married,0,32954,1,0,1,0
46,Single,1,3967,0,1,1,0
77,Married,1,86294,0,1,1,0
35,Married,0,85278,0,0,1,0
19,Married,0,62471,1,1,1,0
18,Divorced,0,35116,1,1,0,0
64,Divorced,0,90116,1,1,1,0
22,Single,0,32227,1,0,1,0
37,Divorced,1,-58,1,0,1,0
28,Married,0,45664,0,0,1,0
59,Divorced,1,26069,0,0,0,1
19,Single,1,85342,1,0,1,0
20,Divorced,0,12407,1,1,1,0
40,Married,1,57201,0,0,0,1
72,Married,1,78093,1,0,0,1
29,Single,0,52348,1,1,1,0
37,Divorced,1,79981,0,1,0,1
22,Divorced,0,15878,1,0,1,0
54,Divorced,0,81100,1,1,1,0
55,Married,0,76629,0,1,0,1
47,Single,1,53420,1,1,1,0
26,Divorced,1,99092,1,0,0,1
51,Married,1,89987,0,1,0,1
70,Married,1,41168,0,1,1,1
61,Married,0,52862,1,0,1,0
52,Divorced,1,87622,0,1,0,1
69,Divorced,0,80025,0,1,1,0
75,Divorced,1,26004,1,0,0,1
39,Divorced,1,18471,0,0,0,1
61,Divorced,1,89820,1,0,0,1
41,Divorced,1,58167,0,1,0,1
34,Divorced,1,81828,0,0,1,1
27,Divorced,0,63308,1,0,1,0
47,Divorced,1,81969,1,1,1,0
73,Married,1,12568,1,1,1,0
76,Divorced,1,7466,0,1,1,0
63,Single,1,89057,1,1,1,0
40,Married,0,55324,1,1,0,0
49,Divorced,1,13467,0,0,1,0
34,Single,0,95555,0,0,0,1
67,Divorced,1,73955,0,0,0,1
68,Single,0,50948,1,1,0,0
34,Single,0,14676,0,0,1,0
31,Single,0,92791,0,1,0,0
26,Single,0,29514,1,1,1,0
57,Married,0,20650,0,0,0,0
19,Married,1,86290,0,0,1,1
62,Single,0,75701,1,1,1,0
42,Divorced,1,8683,0,1,1,0
56,Single,0,96092,1,0,1,0
26,Married,0,57819,1,0,1,0
71,Divorced,1,78978,1,1,0,1
39,Married,0,2860,1,1,1,0
60,Married,0,1729,1,1,1,0
63,Divorced,0,29351,0,1,0,1
21,Single,0,60744,1,0,1,0
43,Single,1,22346,1,0,1,0
75,Single,0,72155,1,1,1,0
46,Single,0,74700,1,1,1,0
62,Divorced,1,4955,0,0,1,0
51,Divorced,1,63642,0,1,0,1
40,Divorced,0,68290,0,1,1,0
54,Married,0,42293,1,1,0,0
28,Divorced,1,59336,0,1,1,1
23,Single,0,19662,0,1,0,0
35,Married,1,4408,1,1,0,0
38,Single,0,38403,1,0,0,0
59,Single,1,-775,0,1,1,0
53,Divorced,1,10196,0,0,1,0
58,Divorced,1,67786,0,0,0,1
55,Single,0,13372,0,0,1,0
51,Single,0,15279,1,1,1,0
34,Married,0,93729,1,1,0,1
54,Divorced,0,52240,1,1,1,0
42,Married,1,90404,1,0,0,1
55,Married,1,36187,1,0,1,0
75,Married,1,46481,0,1,0,1
29,Single,0,26475,1,1,1,0
40,Married,0,42552,1,0,1,0
70,Married,0,65969,0,0,0,1
59,Single,1,74534,1,0,0,1
39,Divorced,0,94669,0,1,1,0
38,Divorced,0,97605,1,0,0,1
44,Married,1,4858,1,0,0,1
74,Single,1,72486,1,0,0,1
48,Divorced,0,72474,0,1,0,1
23,Married,1,23168,1,1,0,1
44,Married,0,30099,0,1,1,0
57,Single,1,69180,1,0,0,1
51,Married,1,59455,1,0,0,1
29,Divorced,1,52240,0,0,0,1
62,Single,0,72796,0,0,0,0
74,Divorced,0,52592,1,1,1,0
70,Divorced,0,45458,0,0,0,1
24,Divorced,1,99611,1,0,1,0
27,Married,1,56046,1,1,1,1
62,Married,1,14488,0,0,0,1
34,Divorced,1,56841,0,0,0,1
43,Divorced,0,-1605,0,0,1,0
38,Single,0,50669,1,1,1,0
45,Single,0,8845,0,0,1,0
79,Married,1,34059,1,1,0,1
75,Married,1,16394,0,0,1,0
63,Single,0,91993,0,1,0,0
19,Divorced,1,43906,0,1,1,0
77,Married,0,57332,0,1,1,0
71,Divorced,1,35305,0,0,0,1
60,Single,1,40628,1,0,0,1
18,Married,0,19352,0,1,1,0
68,Married,0,84682,0,1,0,1
70,Single,1,80971,1,0,0,1
53,Married,0,49993,1,1,1,0
68,Single,0,37386,1,0,0,1
43,Married,1,54624,1,0,0,1
46,Single,1,55065,0,1,1,0
38,Married,1,83504,0,1,1,0
28,Divorced,0,6539,1,0,0,0
57,Divorced,1,-737,0,0,0,1
28,Divorced,1,11305,1,0,0,0
53,Married,1,51817,1,1,1,0
66,Married,1,22398,0,0,1,0
76,Divorced,1,95616,0,1,0,1
56,Divorced,0,73801,1,1,0,0
57,Single,1,47107,0,0,0,1
52,Single,1,30152,1,1,1,0
71,Single,0,91260,1,1,1,0
51,Divorced,1,28624,1,1,0,1
72,Divorced,1,97655,1,1,0,1
64,Divorced,0,54132,0,0,0,1
41,Single,1,50979,1,0,0,1
71,Married,0,56013,1,1,1,0
39,Divorced,1,92925,1,1,0,1
22,Married,0,61797,0,1,0,1
73,Married,0,49798,1,1,1,0
50,Married,1,14650,1,1,0,0
75,Single,0,24014,0,0,0,1
53,Married,0,74421,1,0,0,0
64,Divorced,1,5434,1,0,0,1
37,Single,1,28028,1,0,0,1
36,Divorced,0,64558,1,1,0,1
52,Divorced,1,22331,0,1,1,0
69,Single,0,65573,0,0,0,1
60,Divorced,0,72292,0,0,1,0
34,Divorced,1,44326,1,0,1,0
79,Single,1,80979,0,1,1,0
76,Divorced,0,97728,0,1,1,0
62,Married,1,2123,1,1,0,1
60,Divorced,1,14603,0,0,0,1
51,Married,0,63941,0,0,0,0
26,Divorced,0,40597,0,1,0,0
43,Single,0,61238,1,1,1,0
19,Single,0,82238,1,1,1,0
70,Divorced,0,40719,0,0,1,0
26,Single,0,89786,0,1,0,0
26,Divorced,1,39751,1,1,1,0
57,Single,0,84978,1,0,0,0
34,Married,1,15693,1,1,1,0
18,Divorced,1,87541,1,1,0,1
42,Married,0,35697,0,1,1,0
78,Married,1,92524,1,1,1,0
60,Divorced,0,95869,0,0,0,0
57,Married,1,27992,1,1,1,0
59,Divorced,0,61825,1,0,1,0
42,Married,0,7522,1,1,0,0
56,Divorced,0,43406,1,0,1,0
52,Divorced,0,10121,0,1,1,0
20,Single,1,12219,0,1,1,0
67,Divorced,1,-383,0,0,1,0
54,Divorced,1,41016,1,1,0,1
61,Married,1,48672,0,1,0,1
61,Divorced,1,22276,1,0,1,0
68,Single,0,97887,1,1,0,1
47,Married,0,70240,0,1,1,0
55,Married,0,53735,1,1,0,1
51,Single,0,15959,1,1,1,0
29,Married,0,26522,0,1,1,0
36,Married,1,54087,1,0,0,1
54,Married,0,7953,1,0,1,0
61,Married,0,24567,0,1,1,0
76,Single,1,58523,0,1,1,0
76,Single,1,60708,1,0,1,0
66,Married,0,20560,0,0,0,1
78,Married,0,56390,1,0,0,1
34,Single,1,66149,0,0,0,1
27,Single,0,34660,1,0,0,0
74,Single,0,43104,0,0,1,0
72,Married,0,55805,0,1,1,0
66,Married,1,22496,1,1,1,0
64,Divorced,0,81301,0,1,1,0
29,Single,0,89257,0,1,0,0
79,Married,1,1515,1,1,0,1
33,Single,1,2454,0,0,0,0
41,Married,1,20873,0,0,1,0
36,Single,0,71920,0,0,1,0
25,Married,1,11727,1,0,1,1
48,Divorced,0,67070,0,0,1,0
38,Divorced,1,97059,1,0,0,1
34,Single,0,95425,1,1,0,0
40,Married,1,47979,0,1,0,1
54,Married,0,23465,1,0,1,0
71,Single,0,51900,1,1,0,0
33,Married,1,57799,1,0,1,0
23,Single,1,94129,1,1,0,1
25,Married,0,19330,0,0,0,1
42,Single,1,6302,0,0,1,0
35,Married,0,76443,0,1,1,0
42,Single,1,87966,1,0,1,1
29,Married,1,70717,1,1,0,0
32,Divorced,0,10875,0,1,0,1
76,Married,1,25219,1,0,0,0
43,Single,1,34182,0,0,0,1
58,Divorced,0,78541,1,0,1,0
62,Married,0,40269,0,1,0,0
43,Divorced,1,77781,0,1,1,1
64,Married,0,4457,0,0,0,0
49,Divorced,1,4749,1,0,1,0
27,Single,1,31064,0,0,1,0
33,Married,0,7821,1,0,0,0
24,Married,0,96297,1,0,0,1
34,Single,0,76655,0,0,1,0
40,Divorced,0,5664,0,0,0,0
43,Single,0,27281,1,1,1,0
38,Single,0,29821,1,1,0,0
39,Divorced,1,22647,0,0,0,1
75,Single,1,67918,0,0,0,1
24,Married,0,79985,1,1,0,0
31,Married,1,80799,0,0,0,1
32,Married,1,88179,0,1,1,0
70,Single,1,72944,0,1,0,1
24,Married,1,87142,0,0,1,0
26,Married,0,25603,1,1,1,0
68,Married,1,44458,1,1,1,0
65,Married,1,68605,0,0,0,1
25,Married,0,17623,0,0,1,0
67,Married,0,42440,1,1,1,0
76,Single,0,80427,1,0,1,0
40,Married,0,5704,1,1,1,0
46,Married,1,91826,1,1,1,0
35,Divorced,0,25460,1,1,1,0
48,Single,1,81045,0,1,0,1
47,Single,1,80805,0,1,1,0
69,Single,0,71511,1,1,1,0
56,Single,0,4565,1,0,0,0
52,Married,0,86003,0,0,1,0
35,Married,0,2870,1,0,0,0
76,Divorced,0,16909,1,0,0,1
59,Divorced,0,7117,0,1,1,0
56,Single,1,65474,0,1,1,0
34,Divorced,1,91926,0,1,0,1
31,Divorced,1,42322,0,1,0,1
48,Single,1,99536,1,1,0,1
41,Single,0,18128,0,0,0,0
52,Divorced,0,95317,1,0,1,0
61,Married,1,67001,1,0,0,1
77,Divorced,1,-1560,1,1,0,1
62,Divorced,1,58955,1,1,0,1
51,Married,0,47613,0,0,1,0
20,Married,0,68949,1,1,0,1
54,Single,0,9663,1,1,0,0
60,Single,1,17547,1,0,1,0
57,Divorced,1,79662,0,1,1,0
43,Married,0,-1995,0,0,0,0
72,Single,0,5038,0,0,0,0
40,Divorced,1,4414,0,0,0,1
61,Married,1,85659,0,0,1,0
56,Divorced,0,67506,1,1,1,0
32,Single,1,74586,0,1,0,1
73,Single,0,606,1,1,0,0
66,Married,0,14482,0,0,0,0
21,Divorced,1,96829,1,1,1,1
46,Married,1,69873,0,0,0,1
39,Single,1,31948,1,1,0,1
42,Single,0,87987,0,1,1,0
30,Divorced,1,89801,1,0,0,1
35,Divorced,1,89250,1,1,1,1
50,Divorced,0,18875,1,0,1,0
33,Married,0,11057,1,0,0,0
62,Divorced,1,30400,1,1,1,0
59,Divorced,0,69458,1,1,1,0
61,Single,0,66607,0,1,0,1
79,Single,0,85561,0,1,1,0
19,Divorced,1,25503,1,0,1,0
72,Divorced,1,21765,1,0,0,1
52,Single,0,99096,1,1,0,0
59,Divorced,0,44612,1,1,0,0
51,Married,0,96318,1,1,0,1
47,Married,1,82335,1,0,0,1
76,Married,0,98989,1,1,1,0
72,Divorced,0,91012,0,0,1,0
30,Single,1,79748,1,1,1,0
30,Divorced,0,7428,1,1,1,0
35,Divorced,1,29419,0,0,1,0
49,Single,1,63195,0,0,0,1
49,Single,1,71695,1,1,0,1
52,Single,0,87846,0,0,0,1
76,Married,0,37142,0,0,0,1
56,Divorced,1,69540,0,1,1,1
63,Single,0,36289,1,0,0,1
69,Divorced,1,74948,1,0,0,1
46,Married,0,56951,0,1,1,0
79,Married,1,9755,1,1,1,0
66,Single,1,82553,1,0,0,1
46,Single,0,1890,1,1,1,0
79,Divorced,0,92376,0,0,1,0
70,Single,0,15175,0,0,0,0
61,Divorced,0,72727,0,0,1,0
74,Single,1,63687,0,1,0,0
33,Divorced,1,82983,1,0,1,1
73,Divorced,0,86287,1,0,1,1
61,Divorced,0,92711,1,0,1,0
64,Divorced,1,22288,0,1,1,0
74,Married,0,44629,0,1,0,0
27,Divorced,0,45800,1,1,1,0
47,Single,0,35367,0,0,0,0
42,Married,0,75810,0,0,0,1
56,Married,1,75754,1,1,1,1
37,Divorced,1,87328,0,0,1,1
22,Married,0,66513,0,0,0,1
18,Divorced,1,80762,1,0,1,0
47,Single,0,27022,0,0,1,0
66,Divorced,0,67329,1,1,0,1
20,Married,0,57414,1,1,1,0
62,Single,1,-341,0,1,0,1
31,Divorced,1,55941,1,0,1,0
73,Single,1,35930,0,0,1,0
47,Single,1,41473,0,1,1,0
67,Married,1,53598,0,1,1,0
21,Single,0,14040,0,1,1,0
35,Married,0,67806,0,0,1,0
79,Single,1,11286,0,1,0,0
54,Divorced,1,67139,0,0,0,1
42,Single,1,53916,0,1,1,0
65,Divorced,0,15600,0,0,1,0
18,Divorced,1,291,1,0,0,1
70,Single,0,11123,1,1,0,0
63,Divorced,0,1811,0,0,0,1
32,Single,1,76883,0,0,1,0
26,Single,0,29276,0,1,1,0
32,Divorced,0,52145,1,1,1,0
66,Divorced,1,44619,1,1,0,1
74,Married,0,79049,0,0,0,1
41,Divorced,1,68678,0,0,1,0
21,Married,0,86782,0,1,0,1
29,Divorced,1,89043,1,1,1,0
76,Single,1,24714,0,0,1,0
75,Divorced,0,53685,1,1,0,0
54,Single,1,10194,1,1,1,0
78,Single,0,71062,0,0,0,1
54,Single,0,62037,1,0,0,0
60,Married,1,17362,0,1,1,0
77,Divorced,0,52499,1,0,1,0
23,Single,1,44281,1,0,0,1
56,Single,0,60813,0,1,1,0
73,Married,0,42852,0,1,0,1
63,Divorced,1,45836,1,1,1,0
41,Divorced,0,2595,1,0,0,0
28,Married,0,93930,1,1,0,1
79,Married,0,13402,0,0,1,0
30,Divorced,0,63283,0,1,1,0
51,Married,0,90676,0,0,0,1
42,Divorced,0,86131,0,0,0,1
24,Divorced,0,40723,1,1,0,0
69,Single,0,49322,1,0,0,0
21,Single,1,44764,1,1,1,0
76,Divorced,0,22911,1,1,1,0
25,Divorced,0,89288,1,0,1,0
37,Divorced,1,17405,0,0,0,1
46,Divorced,1,56122,0,0,1,0
71,Divorced,1,87756,1,1,0,1
70,Divorced,0,97489,1,1,0,1
68,Married,1,99589,1,1,1,1
62,Divorced,1,1447,1,1,1,0
63,Married,0,51143,1,1,0,1
27,Married,0,60906,1,1,0,0
60,Divorced,1,8662,1,0,1,0
51,Divorced,1,61001,1,1,0,1
74,Married,0,56282,0,1,1,0
43,Married,0,2899,1,1,1,0
58,Divorced,0,26582,1,1,0,0
66,Divorced,0,65471,0,0,0,0
75,Married,0,40213,0,0,0,1
20,Married,1,73871,1,0,0,1
73,Married,0,81205,0,1,0,1
23,Single,0,72081,0,1,1,1
22,Married,0,81805,1,1,1,0
22,Single,0,35830,0,0,1,0
71,Divorced,0,5066,1,1,1,0
64,Divorced,1,8712,1,1,0,1
40,Married,0,79527,1,0,1,0
66,Divorced,1,99326,0,0,0,1
26,Divorced,0,63365,0,1,0,1
52,Divorced,1,85185,1,0,0,1
37,Divorced,1,97851,1,1,0,1
75,Single,0,28806,0,1,0,0
66,Single,0,10210,1,0,1,0
78,Married,0,34972,0,1,0,0
76,Married,0,32136,0,0,0,1
59,Married,0,42297,0,0,1,0
52,Divorced,1,13945,0,1,1,0
67,Divorced,0,93201,0,0,1,0
35,Single,0,40477,0,1,0,0
79,Single,1,77180,1,1,0,1
34,Married,0,68453,1,0,0,1
41,Single,1,83404,0,0,0,1
20,Single,0,75413,0,0,1,0
49,Single,1,11224,1,1,1,0
52,Single,0,1052,1,1,1,0
55,Single,1,25272,1,1,1,0
30,Married,1,39150,1,1,1,0
73,Married,0,94204,1,1,1,0
78,Single,0,15316,1,1,0,0
64,Married,0,51389,1,1,0,1
42,Divorced,1,61332,1,0,1,0
26,Single,1,5240,0,1,1,0
21,Divorced,1,95095,1,1,1,0
31,Married,0,66774,0,0,1,0
54,Married,0,41175,1,1,0,0
51,Divorced,1,-1435,1,1,0,1
28,Married,0,85298,1,0,0,1
58,Single,1,69094,1,1,1,0
73,Divorced,0,14375,1,0,1,0
20,Single,0,23710,0,1,1,0
76,Divorced,1,47895,1,1,0,1
45,Married,0,74639,0,0,0,0
46,Divorced,0,13174,0,0,0,0
26,Divorced,0,85329,1,1,1,0
20,Single,0,25597,0,1,0,0
42,Married,0,72289,1,0,0,1
51,Single,1,36397,1,1,1,0
29,Married,0,69854,1,0,0,1
59,Single,1,31069,0,0,1,0
26,Divorced,0,83687,1,0,1,0
32,Single,0,38274,0,1,1,0
57,Married,1,72237,1,1,0,1
42,Married,1,70498,1,1,0,1
22,Divorced,0,36197,0,0,1,0
28,Married,0,46634,0,1,0,0
76,Single,1,28041,0,0,1,0
51,Divorced,1,5248,0,0,0,0
41,Married,1,83365,0,1,1,0
77,Married,1,203,0,1,1,0
32,Single,0,49986,1,0,0,1
55,Single,0,23370,0,1,1,0
25,Divorced,0,33247,1,0,1,0
76,Married,0,73922,1,1,1,0
22,Single,0,-1566,1,0,1,0
65,Divorced,1,60982,1,1,1,0
43,Married,1,63180,1,0,0,1
35,Married,1,32474,0,1,0,1
23,Divorced,0,22644,1,0,1,0
54,Divorced,1,36493,1,0,0,1
77,Single,0,81824,1,0,1,0
65,Married,0,1959,0,0,1,0
30,Married,0,45289,0,0,1,1
45,Married,1,9143,0,0,1,0
22,Divorced,0,37593,0,1,1,0
30,Single,0,37115,1,0,0,0
34,Married,1,20540,0,0,0,0
67,Divorced,0,33481,1,1,0,1
57,Married,1,93505,0,1,0,1
62,Single,0,75097,0,0,0,1
49,Married,1,20578,0,1,0,1
79,Single,0,10787,0,1,1,0
46,Single,0,70048,1,0,0,1
68,Married,1,50879,0,0,1,0
75,Married,0,8596,1,1,1,0
20,Single,1,95282,1,1,0,1
73,Divorced,0,58669,1,1,0,1
57,Single,1,17930,1,1,1,0
51,Married,0,45950,1,1,1,0
57,Married,0,93737,1,1,1,0
44,Divorced,0,16687,1,0,1,0
30,Single,1,50833,0,1,1,0
62,Single,1,33989,1,0,0,1
50,Single,1,28183,0,0,0,1
23,Married,1,18758,0,1,1,0
41,Single,1,-918,1,0,1,0
36,Divorced,0,94368,1,1,1,0
33,Married,0,43891,0,0,1,0
57,Married,0,43810,0,1,1,0
45,Single,0,44901,1,0,1,0
50,Divorced,0,81512,1,1,1,0
76,Married,1,69062,0,0,1,0
76,Married,0,94622,0,1,0,1
65,Single,1,19563,1,0,1,0
58,Single,0,70008,0,0,1,0
30,Divorced,1,775,0,0,0,1
60,Single,1,13828,1,1,1,0
62,Divorced,1,15974,0,1,1,0
42,Married,0,20388,1,1,1,0
70,Divorced,0,78591,1,1,1,0
59,Divorced,0,16615,1,1,0,0
53,Divorced,0,35886,0,0,1,0
44,Married,1,20838,1,1,1,0
55,Single,1,38728,0,1,1,0
